OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
3465268,T20180001358,ABS to receive accident,Finished,22/01/2018,15.00.00,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,326312,141.07149,-38.0542,Non-Intersection,GLENELG,SOUTH WESTERN REGION,2155295.408,2375894.836,8,4,1,2,1,4,5,3,0,5,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GLENELG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3465276,T20180001788,ABS to receive accident,Finished,29/01/2018,14.40.00,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,80 km/hr,No,326552,145.16878,-37.65498,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2514892.449,2427304.102,4,1,1,0,0,3,3,1,0,2,1,0,0,1,0,0,0,0,0,0,No,0,2,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,NILLUMBIK,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3465300,T20180000928,ABS to receive accident,Finished,16/01/2018,10.35.00,No,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,T intersection,Fatal accident,100 km/hr,No,59775,144.39936,-36.77113,Intersection,BENDIGO,NORTHERN REGION,2446383.9,2525226.229,2,2,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BENDIGO,NORTHERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country
3465340,T20180000549,ABS to receive accident,Finished,10/01/2018,12.23.00,No,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Cross intersection,Fatal accident,80 km/hr,Yes,43855,145.27134,-38.07413,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2523809.344,2380761.43,4,4,1,3,0,0,3,1,0,2,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,M,M,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3465343,T20180000554,ABS to receive accident,Finished,10/01/2018,14.37.00,No,Collision with vehicle,Wednesday,HEAD ON(OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,325888,142.37975,-38.32813,Non-Intersection,MOYNE,SOUTH WESTERN REGION,2270888.459,2349446.496,4,4,1,3,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MOYNE,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3465382,T20180001841,ABS to receive accident,Finished,30/01/2018,14.15.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),Yes,Day,No,Not at intersection,Fatal accident,70 km/hr,No,326848,144.95981,-37.69915,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2496455.755,2422414.485,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3465542,T20180001925,ABS to receive accident,Finished,31/01/2018,18.20.00,Yes,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,80 km/hr,Yes,326584,144.82328,-37.70909,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2484418.209,2421297.391,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,1,1,0,1,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Divided,Div,Metro
3465773,T20180005858,ABS to receive accident,Finished,27/03/2018,17.30.00,No,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,50 km/hr,No,328552,144.93592,-37.76833,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2494354.317,2414735.051,2,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3465874,T20180005896,ABS to receive accident,Finished,28/03/2018,09.25.00,No,Other accident,Wednesday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Day,Yes,Not at intersection,Fatal accident,40 km/hr,No,328747,145.10382,-37.70376,Non-Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2509154.222,2421899.163,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,0,0,1,MELB_URBAN,MELB_URBAN,BANYULE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Div,Metro
3465911,T20180005496,ABS to receive accident,Finished,23/03/2018,14.00.00,No,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,No,328558,145.14464,-37.7305,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2512749.308,2418926.576,4,1,1,0,0,3,3,1,0,2,1,1,0,0,0,0,0,1,0,0,Yes,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,NILLUMBIK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3465969,T20180005534,ABS to receive accident,Finished,23/03/2018,15.14.00,No,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Cross intersection,Fatal accident,60 km/hr,No,36528,145.06504,-37.78751,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2505728.434,2412607.237,4,1,1,0,0,3,3,1,0,0,4,0,0,0,0,0,0,0,0,0,No,0,4,0,4,0,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,Div,Metro
3466051,T20180006455,ABS to receive accident,Finished,5/04/2018,09.20.00,No,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,329641,144.48954,-36.78359,Non-Intersection,BENDIGO,NORTHERN REGION,2454441.352,2523890.605,2,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BENDIGO,NORTHERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3466100,T20180006470,ABS to receive accident,Finished,5/04/2018,13.09.00,No,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Fatal accident,80 km/hr,No,328937,145.22444,-37.96486,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2519722.695,2392901.403,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,Div,Metro
3466352,T20180006161,ABS to receive accident,Finished,31/03/2018,14.50.00,Yes,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,328702,145.80231,-37.5237,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2570913.634,2441587.494,3,1,1,0,0,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,RURAL_VICTORIA,RURAL_VICTORIA,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3466385,T20180004461,ABS to receive accident,Finished,8/03/2018,10.20.00,No,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Fatal accident,70 km/hr,No,327880,145.09192,-37.77498,Non-Intersection,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,2508097.53,2413995.777,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3466399,T20180004903,ABS to receive accident,Finished,14/03/2018,15.00.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,No,331233,141.5577,-38.3035,Non-Intersection,GLENELG,SOUTH WESTERN REGION,2198938.327,2349890.717,7,6,1,4,1,1,3,1,0,3,4,0,0,0,0,0,0,0,0,0,No,0,4,1,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GLENELG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3466426,T20180004059,ABS to receive accident,Finished,3/03/2018,02.30.00,Yes,Struck Pedestrian,Saturday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Dark Street lights on,Yes,Not at intersection,Fatal accident,40 km/hr,No,327688,144.88159,-37.69385,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2489557.549,2422996.957,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3466464,T20180005363,ABS to receive accident,Finished,21/03/2018,18.05.00,Yes,Vehicle overturned (no collision),Wednesday,OFF CARRIAGEWAY ON LEFT BEND,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,328336,143.56254,-35.80937,Non-Intersection,GANNAWARRA,NORTHERN REGION,2370078.837,2631128.764,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GANNAWARRA,NORTHERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3466537,T20180004524,ABS to receive accident,Finished,9/03/2018,07.30.00,No,Collision with vehicle,Friday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,No,327977,145.1772,-38.08517,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2515546.352,2379556.336,4,1,1,0,0,3,2,2,0,2,2,0,0,0,0,0,0,0,0,1,No,0,2,1,1,0,0,MELB_URBAN,MELB_URBAN,FRANKSTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3466541,T20180004535,ABS to receive accident,Finished,9/03/2018,03.30.00,Yes,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,329200,146.88501,-37.90153,Non-Intersection,WELLINGTON,EASTERN REGION,2665770.25,2398312.777,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WELLINGTON,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country
3466593,T20180004564,ABS to receive accident,Finished,9/03/2018,13.05.00,No,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,327912,146.35841,-36.76559,Non-Intersection,WANGARATTA,NORTH EASTERN REGION,2621263.364,2525144.682,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,WANGARATTA,NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3466646,T20180004598,ABS to receive accident,Finished,10/03/2018,01.15.00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,327976,145.52091,-37.71067,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2545927.919,2421011.159,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3466762,T20180005088,ABS to receive accident,Finished,17/03/2018,05.20.00,Yes,Collision with a fixed object,Saturday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Fatal accident,60 km/hr,Yes,328217,144.41533,-38.01954,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2448660.944,2386697.358,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,SMALL_CITIES,SMALL_CITIES,GEELONG,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3466945,T20180004307,ABS to receive accident,Finished,6/03/2018,06.45.00,No,Collision with vehicle,Tuesday,HEAD ON(OVERTAKING),No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,No,327784,144.7499,-36.39931,Non-Intersection,CAMPASPE,NORTHERN REGION,2477566.566,2566621.455,2,2,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CAMPASPE,NORTHERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3467004,T20180004769,ABS to receive accident,Finished,12/03/2018,16.50.00,No,Collision with vehicle,Monday,LEFT TURN SIDESWIPE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,331168,144.21132,-38.21224,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,2430924.26,2365179.068,2,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,1,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,SURF COAST,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Divided,Div,Country
3467027,T20180005238,ABS to receive accident,Finished,19/03/2018,14.29.00,No,Collision with vehicle,Monday,U TURN,No,Day,Yes,Not at intersection,Fatal accident,110 km/hr,No,328240,144.60763,-37.69531,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2465397.875,2422770.054,2,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,RURAL_VICTORIA,RURAL_VICTORIA,MELTON,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Undivided,Undiv,Metro
3467040,T20180003973,ABS to receive accident,Finished,1/03/2018,23.30.00,Yes,No collision and no object struck,Thursday,OFF CARRIAGEWAY TO LEFT,No,Dark Street lights on,Yes,Not at intersection,Fatal accident,80 km/hr,Yes,327592,145.17781,-38.13451,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2515589.812,2374078.984,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,FRANKSTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3467057,T20180004804,ABS to receive accident,Finished,12/03/2018,06.50.00,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,328048,143.65142,-35.50185,Non-Intersection,SWAN HILL,NORTHERN REGION,2377628.114,2665366.874,3,2,1,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SWAN HILL,NORTHERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3467105,T20180004392,ABS to receive accident,Finished,7/03/2018,11.15.00,No,Collision with a fixed object,Wednesday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,330810,147.05515,-36.25186,Non-Intersection,INDIGO,NORTH EASTERN REGION,2684682.324,2581017.458,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,INDIGO,NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3467188,T20180004023,ABS to receive accident,Finished,2/03/2018,11.05.00,No,Collision with vehicle,Friday,OTHER ON PATH,No,Day,Yes,Not at intersection,Fatal accident,50 km/hr,No,330809,144.806,-37.73951,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2482901.739,2417918.537,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,3,0,2,1,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3467208,T20180004441,ABS to receive accident,Finished,5/02/2018,11.00.00,No,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,No,T intersection,Fatal accident,Not known,Yes,328704,145.02294,-37.8019,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2502019.807,2411011.726,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3467306,T20180009254,ABS to receive accident,Finished,16/05/2018,07.00.00,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Yes,Dusk/Dawn,Yes,Cross intersection,Fatal accident,80 km/hr,No,331749,145.21346,-37.81723,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2518794.191,2409289.143,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,No,0,1,1,0,0,0,MELB_URBAN,MELB_URBAN,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,Div,Metro
3467366,T20180009288,ABS to receive accident,Finished,16/05/2018,21.00.00,Yes,Vehicle overturned (no collision),Wednesday,OFF CARRIAGEWAY TO LEFT,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,330496,144.24897,-36.55381,Non-Intersection,BENDIGO,NORTHERN REGION,2432770.053,2549243.223,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BENDIGO,NORTHERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3467457,T20180010671,ABS to receive accident,Finished,6/06/2018,11.50.00,No,No collision and no object struck,Wednesday,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,331736,145.32283,-36.46626,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2528931.627,2559173.478,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SHEPPARTON,NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3467579,T20180009807,ABS to receive accident,Finished,24/05/2018,13.00.00,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,330760,144.10965,-36.97842,Non-Intersection,MOUNT ALEXANDER,NORTHERN REGION,2420739.146,2502024.212,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MOUNT ALEXANDER,NORTHERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3467735,T20180009893,ABS to receive accident,Finished,25/05/2018,13.35.00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Fatal accident,100 km/hr,No,330816,145.69563,-36.01161,Intersection,MOIRA,NORTH EASTERN REGION,2562711.025,2609439.506,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MOIRA,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3467839,T20180009962,ABS to receive accident,Finished,26/05/2018,05.45.00,Yes,Collision with a fixed object,Saturday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,340984,145.95501,-38.56361,Non-Intersection,SOUTH GIPPSLAND,EASTERN REGION,2583252.251,2326038.792,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,1,0,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SOUTH GIPPSLAND,"EASTERN REGION,EASTERN REGION",A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3467923,T20180009188,ABS to receive accident,Finished,15/05/2018,11.55.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,330712,145.41585,-38.07652,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2536487.877,2380450.709,2,2,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,1,1,0,0,SMALL_TOWNS,SMALL_TOWNS,CARDINIA,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,Freeway,Divided,Div,Metro
3467933,T20180009568,ABS to receive accident,Finished,21/05/2018,06.50.00,No,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dusk/Dawn,Yes,Cross intersection,Fatal accident,60 km/hr,No,72738,146.53328,-38.19581,Intersection,LATROBE,EASTERN REGION,2634315.714,2366206.829,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,1,No,0,1,0,0,0,0,SMALL_CITIES,SMALL_CITIES,LATROBE,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country
3467991,T20180009615,ABS to receive accident,Finished,21/05/2018,14.38.00,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,70 km/hr,Yes,332080,144.92319,-37.80243,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2493235.886,2410949.974,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3468048,T20180008784,ABS to receive accident,Finished,9/05/2018,11.45.00,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,T intersection,Fatal accident,40 km/hr,No,340453,143.85901,-37.56223,Non-Intersection,BALLARAT,WESTERN REGION,2399204.06,2437006.803,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT,WESTERN REGION,,,Local Road,Local Road,Divided,Div,Country
3468051,T20180008792,ABS to receive accident,Finished,9/05/2018,14.38.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Fatal accident,100 km/hr,No,53291,145.92207,-38.10004,Intersection,BAW BAW,EASTERN REGION,2580879.265,2377528.16,2,2,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BAW BAW,"EASTERN REGION,EASTERN REGION",C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3468067,T20180007511,ABS to receive accident,Finished,21/04/2018,01.11.00,Yes,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),Yes,Dark Street lights on,Yes,Cross intersection,Fatal accident,80 km/hr,No,40919,145.24365,-37.85275,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2521442.016,2405340.086,4,4,2,0,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KNOX,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3468159,T20180008855,ABS to receive accident,Finished,10/05/2018,11.40.00,No,Collision with vehicle,Thursday,RIGHT TURN SIDESWIPE,No,Day,Yes,T intersection,Fatal accident,60 km/hr,No,330280,146.97937,-37.96872,Non-Intersection,WELLINGTON,EASTERN REGION,2673912.923,2390687.871,2,1,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,TOWNS,TOWNS,WELLINGTON,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country
